schid,grades2015,percmin2015,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state
210281680262004,3 4 5 6,4.2,524,"1,899",65.5,,18.6,20.5
210281740260001,9 10 11 12,1.1,95,353,44.2,19.1,19.1,20.5
210281740262001,PK K 1 2 3 4 5 6 7 8,1.2,258,353,65.9,,19.1,20.5
210281880260001,9 10 11 12,2.4,170,629,64.1,18.0,18.0,20.5
210281880261001,5 6 7 8,4.5,201,629,73.6,,18.0,20.5
210281880262003,PK K 1 2 3 4,5.4,258,629,80.6,,18.0,20.5
210281960260001,9 10 11 12,6.1,229,691,49.8,19.1,19.1,20.5
210281960261001,6 7 8,4.8,145,691,51.0,,19.1,20.5
210281960262001,PK K 1 2 3 4 5,6.6,317,691,47.9,,19.1,20.5
210440010260001,9 10 11 12,3.0,203,626,41.9,19.7,19.7,20.5
210440010262001,PK K 1 2 3 4 5 6 7 8,3.8,423,626,43.5,,19.7,20.5
210440320032003,PK K 1 2 3 4 5 6 7 8,2.3,257,257,55.6,,,20.5
210440430032001,K 1 2 3 4 5 6 7 8,10.6,66,66,69.7,,,20.5
210440550022001,PK K 1 2 3 4 5 6 7 8,7.2,430,430,60.9,,,20.5
210440640022001,PK K 1 2 3 4 5 6 7 8,0.0,132,132,57.6,,,20.5
210441330170001,9 10 11 12,4.3,348,348,52.9,21.0,21.0,20.5
210610010260001,9 10 11 12,14.4,625,"2,169",52.5,20.1,20.1,20.5
210610010261001,7 8,14.1,333,"2,169",55.9,,20.1,20.5
210610010262001,K 1 2 3 4 5 6,4.4,135,"2,169",39.3,,20.1,20.5
210610010262002,K 1 2 3 4 5 6,8.0,199,"2,169",33.7,,20.1,20.5
210610010262003,K 1 2 3 4 5 6,29.2,541,"2,169",81.5,,20.1,20.5
210610010262006,K 1 2 3 4 5 6,5.7,159,"2,169",38.4,,20.1,20.5
210610010262010,K 1 2 3 4 5 6,16.4,177,"2,169",88.1,,20.1,20.5
210610380260001,7 8 9 10 11 12,12.4,105,271,71.4,18.5,18.5,20.5
210610380262001,PK K 1 2 3 4 5 6,11.4,166,271,71.1,,18.5,20.5
211000010260001,9 10 11 12,3.2,341,"1,202",64.8,18.7,18.7,20.5
211000010262002,5 6 7 8,2.6,381,"1,202",67.7,,18.7,20.5
211000010262003,PK K 1 2,9.1,320,"1,202",68.1,,18.7,20.5
211000010262004,3 4,10.6,160,"1,202",69.4,,18.7,20.5
211000020260001,9 10 11 12,19.2,"1,119","4,027",45.4,20.0,20.0,20.5
211000020261002,6 7 8,19.4,774,"4,027",55.6,,20.0,20.5
211000020262003,PK K 1 2 3 4 5 6 7 8,5.4,260,"4,027",59.2,,20.0,20.5
211000020262004,PK K 1 2 3 4 5,22.4,312,"4,027",59.9,,20.0,20.5
211000020262005,PK K 1 2 3 4 5,20.8,605,"4,027",56.9,,20.0,20.5
211000020262007,PK K 1 2 3 4 5,23.6,351,"4,027",59.0,,20.0,20.5
211000020262010,PK K 1 2 3 4 5,13.7,606,"4,027",59.6,,20.0,20.5
211000030260001,9 10 11 12,0.7,149,514,42.3,18.6,18.6,20.5
211000030262001,PK K 1 2 3 4 5 6 7 8,2.5,365,514,37.5,,18.6,20.5
211000040260001,9 10 11 12,12.4,750,"2,543",56.3,19.4,19.4,20.5
211000040261001,6 7 8,10.0,579,"2,543",65.3,,19.4,20.5
211000040262008,PK K 1,14.3,511,"2,543",53.8,,19.4,20.5
211000040262010,2 3 4 5,12.9,703,"2,543",68.8,,19.4,20.5
211000050260001,9 10 11 12,9.4,562,"2,244",38.4,22.9,22.9,20.5
211000050261001,7 8,11.8,331,"2,244",42.6,,22.9,20.5
211000050262001,K 1 2 3,17.2,688,"2,244",47.7,,22.9,20.5
211000050262006,4 5 6,14.4,535,"2,244",47.7,,22.9,20.5
240320010260001,9 10 11 12,10.2,620,"2,127",25.6,21.1,21.1,20.5
240320010261002,6 7 8,8.3,495,"2,127",31.1,,21.1,20.5
240320010262003,2 3,12.5,281,"2,127",39.9,,21.1,20.5
240320010262004,4 5,10.5,325,"2,127",33.8,,21.1,20.5
240320010262005,PK K 1,6.4,406,"2,127",31.8,,21.1,20.5
24032002C021002,5 6 7 8,5.7,141,319,36.9,,,20.5
24032002C022001,PK K 1 2 3 4,8.4,178,319,30.3,,,20.5
24032024C042001,K 1 2 3 4 5 6 7 8,20.9,86,86,9.3,,,20.5
240320540021006,6 7 8,24.0,387,"1,214",47.8,,,20.5
240320540022004,PK K 1 2 3 4 5,24.9,827,"1,214",49.7,,,20.5
24032060C042001,PK K 1 2 3 4 5 6 7 8,18.7,798,798,38.3,,,20.5
24032072C042001,PK K 1 2 3 4 5 6 7 8,11.0,200,200,47.5,,,20.5
240320730170001,9 10 11 12,4.7,191,191,28.8,20.6,20.6,20.5
240320740032001,K 1 2 3 4 5 6 7 8,0.9,113,113,26.5,,,20.5
240320750022001,K 1 2 3 4 5 6 7 8,1.3,150,150,46.0,,,20.5
240321010160001,9 10 11 12,18.9,932,932,23.7,21.6,21.6,20.5
240321110160001,9 10 11 12,22.8,"2,589","2,589",3.3,21.8,21.8,20.5
240322010041002,7 8,30.9,917,"4,255",30.9,,,20.5
240322010042001,1 2 3 4,25.7,487,"4,255",36.6,,,20.5
240322010042002,5 6,28.4,945,"4,255",30.5,,,20.5
240322010042003,K 1 2 3 4,23.4,504,"4,255",16.7,,,20.5
240322010042004,1 2 3 4,29.2,538,"4,255",29.4,,,20.5
240322010042005,K 1 2 3 4,39.9,479,"4,255",29.6,,,20.5
240322010042006,PK K,25.2,385,"4,255",33.8,,,20.5
240470180160001,9 10 11 12,3.7,188,188,24.5,21.3,21.3,20.5
240470660041001,5 6 7 8,7.9,101,240,26.7,,,20.5
240470660042001,K 1 2 3 4,8.6,139,240,20.9,,,20.5
240470880260001,9 10 11 12,57.6,663,"2,408",59.4,17.8,17.8,20.5
240470880261001,7 8,59.1,345,"2,408",59.1,,17.8,20.5
240470880262002,PK K 1,57.3,489,"2,408",60.5,,17.8,20.5
240470880262003,2 3,58.5,383,"2,408",64.0,,17.8,20.5
240470880262004,4 5 6,61.9,528,"2,408",63.6,,17.8,20.5
240470900042001,K 1 2 3 4 5 6 7 8,7.0,114,114,23.7,,,20.5
240471150260001,9 10 11 12,26.6,"1,667","5,844",26.5,20.8,20.8,20.5
240471150261001,7 8,27.9,911,"5,844",25.9,,20.8,20.5
240471150262002,K 1 2 3,19.0,480,"5,844",18.8,,20.8,20.5
240471150262003,PK K 1 2 3,35.6,267,"5,844",21.0,,20.8,20.5
240471150262004,PK K 1 2 3,29.3,270,"5,844",16.7,,20.8,20.5
240471150262005,4 5 6,20.7,610,"5,844",26.1,,20.8,20.5
240471150262007,K 1 2 3 4 5 6,19.1,550,"5,844",18.0,,20.8,20.5
240471150262008,K 1 2 3 4 5 6,34.2,591,"5,844",22.5,,20.8,20.5
240471150262009,K 1 2 3 4 5 6,33.5,498,"5,844",27.5,,20.8,20.5
240473080260001,9 10 11 12,35.6,"2,692","17,911",27.4,20.8,20.8,20.5
240473080260002,9 10 11 12,47.4,"2,351","17,911",26.9,20.8,20.8,20.5
240473080261002,6 7 8,29.7,"1,043","17,911",22.0,,20.8,20.5
240473080261003,6 7 8,34.2,952,"17,911",33.1,,20.8,20.5
240473080261004,6 7 8,41.2,713,"17,911",18.2,,20.8,20.5
240473080261005,6 7 8,48.5,841,"17,911",40.0,,20.8,20.5
240473080261006,6 7 8,40.5,645,"17,911",17.2,,20.8,20.5
240473080262003,K,41.1,567,"17,911",22.0,,20.8,20.5
240473080262004,K 1 2 3 4 5,52.6,648,"17,911",49.7,,20.8,20.5
240473080262005,K 1 2 3 4 5,46.2,535,"17,911",52.0,,20.8,20.5
240473080262006,PK K 1 2 3 4 5,23.0,365,"17,911",18.1,,20.8,20.5
240473080262007,K 1 2 3 4 5,38.7,667,"17,911",19.2,,20.8,20.5
240473080262008,1 2 3 4 5,38.4,594,"17,911",33.0,,20.8,20.5
240473080262009,K 1 2 3 4 5,44.6,664,"17,911",20.5,,20.8,20.5
240473080262010,K 1 2 3 4 5,39.4,803,"17,911",29.1,,20.8,20.5
240473080262011,K 1 2 3 4 5,19.8,524,"17,911",12.0,,20.8,20.5
240473080262012,1 2 3 4 5,31.4,722,"17,911",17.7,,20.8,20.5
240473080262013,K 1 2 3 4 5,38.8,616,"17,911",18.7,,20.8,20.5
240473080262014,K 1 2 3 4 5,32.4,651,"17,911",12.4,,20.8,20.5
240473080262015,K 1 2 3 4 5,36.9,512,"17,911",29.5,,20.8,20.5
240473080262016,K 1 2 3 4 5,50.2,333,"17,911",37.5,,20.8,20.5
260290010260001,9 10 11 12,1.0,96,360,59.4,19.9,19.9,20.5
260290010261001,6 7 8,3.1,98,360,60.2,,19.9,20.5
260290010262001,PK K 1 2 3 4 5,2.4,166,360,52.4,,19.9,20.5
260290020260001,9 10 11 12,1.8,109,377,40.4,19.7,19.7,20.5
260290020261001,7 8,8.8,57,377,47.4,,19.7,20.5
260290020262006,PK K 1 2 3 4 5 6,8.1,211,377,49.3,,19.7,20.5
260290030260001,9 10 11 12,3.3,151,479,53.6,17.8,17.8,20.5
260290030261001,6 7 8,3.9,103,479,56.3,,17.8,20.5
260290030262003,PK K 1 2 3 4 5,5.8,225,479,59.1,,17.8,20.5
260290040260001,9 10 11 12,0.8,127,364,44.9,21.0,21.0,20.5
260290040261001,7 8,1.9,53,364,49.1,,21.0,20.5
260290040262005,PK K 1 2 3 4 5 6,2.7,184,364,44.6,,21.0,20.5
260290660250001,9 10 11 12,5.1,782,"2,608",49.4,19.1,19.1,20.5
260290660251002,5 6 7 8,4.8,778,"2,608",55.1,,19.1,20.5
260290660252003,PK K 1 2 3 4,5.5,421,"2,608",71.0,,19.1,20.5
260290660252008,K 1 2 3 4,8.2,208,"2,608",47.6,,19.1,20.5
260290660252009,K 1 2 3 4,6.2,419,"2,608",67.1,,19.1,20.5
260290970260001,9 10 11 12,0.5,214,704,39.7,20.1,20.1,20.5
260290970262002,5 6 7 8,0.9,214,704,49.1,,20.1,20.5
260290970262003,PK K 1 2 3 4,2.5,276,704,62.3,,20.1,20.5
260343070160001,9 10 11 12,4.3,376,376,43.6,20.0,20.0,20.5
260343160260001,9 10 11 12,5.1,215,468,26.5,18.2,18.2,20.5
260343160262003,PK K 1 2 3 4 5 6,4.3,253,468,23.3,,18.2,20.5
260343170041006,5 6 7 8,5.9,169,441,51.5,,,20.5
260343170042005,PK K 1 2 3 4,3.3,272,441,51.8,,,20.5
260343250261001,5 6 7 8,7.0,129,256,46.5,,,20.5
260343250262002,PK K 1 2 3 4,5.5,127,256,63.8,,,20.5
260343270042002,PK K 1 2 3 4 5 6 7 8,6.9,189,189,97.9,,,20.5
260343280240001,7 8 9 10 11 12,3.6,250,579,44.4,18.8,18.8,20.5
260343280242004,PK K 1 2 3 4 5 6,7.0,329,579,47.1,,18.8,20.5
260343370260001,7 8 9 10 11 12,0.9,211,506,54.5,17.7,17.7,20.5
260343370262006,PK K 1 2 3 4 5 6,3.7,295,506,70.8,,17.7,20.5
260343470041001,6 7 8,1.4,73,238,50.7,,,20.5
260343470042005,PK K 1 2 3 4 5,3.0,165,238,60.6,,,20.5
260621030260001,9 10 11 12,2.1,194,645,49.0,19.9,19.9,20.5
260621030261001,5 6 7 8,1.1,177,645,58.8,,19.9,20.5
260621030262001,PK K 1 2 3 4,7.5,120,645,54.2,,19.9,20.5
260621030262002,PK K 1 2 3 4,1.3,154,645,57.8,,19.9,20.5
260621700260001,9 10 11 12,3.9,204,745,58.8,17.7,17.7,20.5
260621700261002,6 7 8,4.3,164,745,58.5,,17.7,20.5
260621700262003,PK K 1 2 3 4 5,6.6,377,745,68.2,,17.7,20.5
260621850260001,9 10 11 12,18.6,586,"2,068",39.2,21.4,21.4,20.5
260621850261001,7 8,22.7,313,"2,068",47.3,,21.4,20.5
260621850262004,K 1 2 3,26.8,600,"2,068",60.5,,21.4,20.5
260621850262008,4 5 6,24.3,453,"2,068",49.0,,21.4,20.5
260850050260001,9 10 11 12,5.7,368,"1,189",42.4,19.1,19.1,20.5
260850050261002,5 6 7 8,8.3,351,"1,189",50.7,,19.1,20.5
260850050262001,PK K 1,6.5,247,"1,189",53.8,,19.1,20.5
260850050262002,2 3 4,5.8,223,"1,189",52.0,,19.1,20.5
280060170042001,K 1 2 3 4 5 6 7 8,6.8,74,74,45.9,,,20.5
280060840042001,PK K 1 2 3 4 5 6 7 8,5.9,85,85,44.7,,,20.5
280060940042001,PK K 1 2 3 4 5 6 7 8,11.7,223,223,37.7,,,20.5
280060980022001,K 1 2 3 5 6 7 8,18.7,48,48,31.3,,,20.5
280060990042002,PK K 1 2 3 4 5 6 7 8,36.1,750,750,65.3,,,20.5
280061030220001,9 10 11 12,85.0,113,447,93.8,17.1,17.1,20.5
280061030222001,PK K 1 2 3 4 5 6 7 8,79.6,334,447,60.5,,17.1,20.5
280061150021001,5 6 7 8,8.4,522,"1,214",49.0,,,20.5
280061150022004,3 4,8.7,230,"1,214",52.6,,,20.5
280061150022005,1 2,8.3,218,"1,214",54.1,,,20.5
280061150022007,PK K,10.7,244,"1,214",21.3,,,20.5
280063030260001,9 10 11 12,4.3,93,261,44.1,18.3,18.3,20.5
280063030262003,K 1 2 3,11.1,72,261,50.0,,18.3,20.5
280063030262004,4 5 6 7 8,13.5,96,261,52.1,,18.3,20.5
280063400260001,9 10 11 12,3.5,311,"1,126",44.7,20.4,20.4,20.5
280063400261001,3 4 5 6 7 8,7.8,243,"1,126",58.4,,20.4,20.5
280063400262001,PK K 1 2 3 4 5 6 7 8,6.2,419,"1,126",49.2,,20.4,20.5
280063400262005,PK K 1 2,8.5,153,"1,126",64.1,,20.4,20.5
280065000150001,9 10 11 12,7.9,516,516,34.1,20.5,20.5,20.5
280065020170001,9 10 11 12,25.9,386,386,54.4,19.6,19.6,20.5
280065050160001,9 10 11 12,5.6,36,36,33.3,18.5,18.5,20.5
280371900022001,PK K 1 2 3 4 5 6 7 8,17.9,476,476,61.3,,,20.5
280372230260001,9 10 11 12,8.2,317,"1,074",10.1,21.4,21.4,20.5
280372230261003,6 7 8,7.8,281,"1,074",11.7,,21.4,20.5
280372230262002,PK K 1 2 3 4 5,5.7,476,"1,074",11.6,,21.4,20.5
280372240260001,7 8 9 10 11 12,7.0,284,581,46.5,19.4,19.4,20.5
280372240262004,PK K 1 2 3 4 5 6,9.4,297,581,59.6,,19.4,20.5
280372250260001,6 7 8 9 10 11 12,4.4,205,411,36.6,19.1,19.1,20.5
280372250262003,PK K 1 2 3 4 5,10.2,206,411,46.1,,19.1,20.5
280372260260001,9 10 11 12,6.5,123,383,22.0,20.3,20.3,20.5
280372260262002,PK K 1 2 3 4 5 6 7 8,9.6,260,383,33.8,,20.3,20.5
280372270260002,7 8 9 10 11 12,3.2,218,520,39.4,19.3,19.3,20.5
280372270262001,PK K 1 2 3 4 5 6,6.3,302,520,45.4,,19.3,20.5
280372280260001,9 10 11 12,8.0,812,"2,557",21.7,21.7,21.7,20.5
280372280261002,6 7 8,7.5,617,"2,557",26.3,,21.7,20.5
280372280262003,K 1 2 3 4 5,6.9,406,"2,557",28.1,,21.7,20.5
280372280262004,PK K 1 2 3 4 5,5.7,334,"2,557",39.5,,21.7,20.5
280372280262005,K 1 2 3 4 5,7.0,388,"2,557",28.4,,21.7,20.5
280372290260001,9 10 11 12,30.9,543,"1,952",69.1,19.8,19.8,20.5
280372290261001,7 8,28.9,253,"1,952",77.1,,19.8,20.5
280372290262002,4 5 6,28.8,375,"1,952",78.4,,19.8,20.5
280372290262004,K 1,35.2,293,"1,952",86.0,,19.8,20.5
280372290262005,2 3,32.4,256,"1,952",84.0,,19.8,20.5
280372290262007,PK K 1 2 3 4 5 6 7 8,18.0,111,"1,952",69.4,,19.8,20.5
280372300260002,7 8 9 10 11 12,20.5,297,609,42.1,19.4,19.4,20.5
280372300262001,PK K 1 2 3 4 5 6,23.1,312,609,52.9,,19.4,20.5
280880010261001,6 7 8,8.8,57,149,43.9,,,20.5
280880010262001,PK K 1 2 3 4 5,9.8,92,149,50.0,,,20.5
280881000260001,9 10 11 12,8.4,286,788,41.6,20.2,20.2,20.5
280881000261001,6 7 8,6.4,157,788,44.6,,20.2,20.5
280881000262002,PK K 1 2 3 4 5,5.5,345,788,49.9,,20.2,20.5
300020010220001,6 7 8 9 10 11 12,96.1,204,500,100.0,14.7,14.7,20.5
300020010222004,PK K 1 2 3 4 5,95.9,296,500,99.7,,14.7,20.5
300020050260001,9 10 11 12,20.3,123,480,100.0,16.2,16.2,20.5
300020050261001,6 7 8,14.3,91,480,98.9,,16.2,20.5
300020050262002,PK K 1 2 3 4 5,25.6,266,480,100.0,,16.2,20.5
300390860032001,PK K 1 2 3 4 5 6 7 8,11.4,264,264,65.5,,,20.5
300390950021004,6 7 8,66.7,393,"1,504",62.3,,,20.5
300390950022003,2 3,69.9,309,"1,504",56.0,,,20.5
300390950022005,PK K 1,66.8,503,"1,504",19.5,,,20.5
300390950022008,4 5,66.6,299,"1,504",59.9,,,20.5
300391300042001,PK K 1 2 3 4 5 6 7 8,22.0,254,254,37.8,,,20.5
300391400042001,PK K 1 2 3 4 5 6 7 8,39.0,711,711,54.9,,,20.5
300391650160001,9 10 11 12,45.2,"1,031","1,031",54.7,21.2,21.2,20.5
300391760260001,9 10 11 12,2.4,286,957,49.0,19.4,19.4,20.5
300391760261001,6 7 8,5.0,239,957,58.2,,19.4,20.5
300391760262008,PK K 1 2 3 4 5,11.1,432,957,64.4,,19.4,20.5
300391860260001,9 10 11 12,26.4,590,"2,153",98.1,18.6,18.6,20.5
300391860261002,6 7 8,28.8,489,"2,153",99.6,,18.6,20.5
300391860262009,K 1 2 3 4 5,36.4,434,"2,153",98.6,,18.6,20.5
300391860262010,K 1 2 3 4 5,27.4,507,"2,153",98.6,,18.6,20.5
300391960260001,9 10 11 12,4.9,163,515,58.3,17.8,17.8,20.5
300391960261002,6 7 8,6.9,101,515,66.3,,17.8,20.5
300391960262003,PK K 1 2,6.2,146,515,73.3,,17.8,20.5
300391960262004,3 4 5,10.5,105,515,60.0,,17.8,20.5
300730050022001,PK K 1 2 3 4 5 6 7 8,3.4,119,119,84.0,,,20.5
300730500022001,K 1 2 3 4,10.2,283,545,46.3,,,20.5
300730500022002,5 6 7 8,6.1,262,545,46.2,,,20.5
300731010160001,9 10 11 12,2.4,453,453,40.2,18.8,18.8,20.5
300732040042001,PK K 1 2 3 4 5 6 7 8,2.0,153,153,26.1,,,20.5
300733000260001,PK 9 10 11 12,13.4,402,"1,486",49.0,20.0,20.0,20.5
300733000262002,5 6 7 8,16.7,467,"1,486",55.9,,20.0,20.5
300733000262003,K 1 2 3 4,17.5,617,"1,486",61.9,,20.0,20.5
300771000260001,6 7 8 9 10 11 12,25.0,224,400,63.4,18.3,18.3,20.5
300771000262004,K 1 2 3 4 5,26.7,176,400,66.5,,18.3,20.5
300771010260001,9 10 11 12,73.2,97,507,100.0,16.3,16.3,20.5
300771010262005,PK K 1 2 3 4 5 6 7 8,67.1,410,507,99.5,,16.3,20.5
300910160042001,PK K 1 2 3 4 5 6 7 8,4.8,124,124,37.9,,,20.5
300910170220001,9 10 11 12,34.9,172,556,59.9,19.5,19.5,20.5
300910170221001,6 7 8,33.3,141,556,63.8,,19.5,20.5
300910170222002,PK K 1 2 3 4 5,38.3,243,556,66.7,,19.5,20.5
300910370041001,5 6 7 8,6.5,321,758,48.3,,,20.5
300910370042002,3 4,4.2,165,758,63.6,,,20.5
300910370042003,PK K 1 2,7.4,272,758,59.9,,,20.5
300910430042001,PK K 1 2 3 4 5 6 7 8,6.5,445,445,53.0,,,20.5
300910660220001,9 10 11 12,6.9,72,267,88.9,17.4,17.4,20.5
300910660221001,7 8,4.8,42,267,88.1,,17.4,20.5
300910660222001,PK K 1 2 3 4 5 6,2.6,153,267,85.6,,17.4,20.5
300910810160001,9 10 11 12,5.6,483,483,38.3,19.1,19.1,20.5
300910840260001,9 10 11 12,0.8,119,374,99.2,19.8,19.8,20.5
300910840261002,6 7 8,6.3,79,374,98.7,,19.8,20.5
300910840262005,PK K 1 2 3 4 5,9.7,176,374,100.0,,19.8,20.5
310450460220001,9 10 11 12,86.1,"2,561","40,400",77.1,17.9,19.4,20.5
310450460220002,9 10 11 12,81.9,"1,981","40,400",73.8,17.6,19.4,20.5
310450460220003,9 10 11 12,71.7,"2,129","40,400",63.7,17.9,19.4,20.5
310450460220004,9 10 11 12,51.1,"2,533","40,400",39.1,21.5,19.4,20.5
310450460220005,9 10 11 12,46.9,"2,931","40,400",36.3,20.7,19.4,20.5
310450460221003,7 8,83.2,541,"40,400",81.5,,19.4,20.5
310450460221004,7 8,37.0,934,"40,400",27.7,,19.4,20.5
310450460221005,7 8,94.5,616,"40,400",88.3,,19.4,20.5
310450460221006,7 8,83.0,613,"40,400",78.0,,19.4,20.5
310450460221007,7 8,86.9,718,"40,400",78.1,,19.4,20.5
310450460221008,7 8,84.7,756,"40,400",79.5,,19.4,20.5
310450460221009,7 8,49.6,980,"40,400",35.8,,19.4,20.5
310450460221045,7 8,70.6,697,"40,400",61.4,,19.4,20.5
310450460222006,K 1 2 3 4 5 6,80.1,729,"40,400",70.0,,19.4,20.5
310450460222007,K 1 2 3 4 5 6,70.7,738,"40,400",50.4,,19.4,20.5
310450460222008,K 1 2 3 4 5 6,76.4,580,"40,400",51.0,,19.4,20.5
310450460222009,K 1 2 3 4 5 6,40.6,635,"40,400",34.3,,19.4,20.5
310450460222010,K 1 2 3 4 5 6,84.7,627,"40,400",79.7,,19.4,20.5
310450460222011,K 1 2 3 4 5 6,95.5,683,"40,400",91.1,,19.4,20.5
310450460222012,K 1 2 3 4 5 6,41.9,504,"40,400",45.2,,19.4,20.5
310450460222013,K 1 2 3 4 5 6,89.9,624,"40,400",86.2,,19.4,20.5
310450460222015,PK K 1 2 3 4 5 6,97.2,431,"40,400",94.9,,19.4,20.5
310450460222016,K 1 2 3 4 5 6,90.0,598,"40,400",87.5,,19.4,20.5
310450460222017,K 1 2 3 4 5 6,65.1,576,"40,400",57.8,,19.4,20.5
310450460222019,K 1 2 3 4 5 6,62.5,512,"40,400",50.6,,19.4,20.5
310450460222020,K 1 2 3 4 5 6,88.0,557,"40,400",87.6,,19.4,20.5
310450460222021,K 1 2 3 4 5 6,89.2,721,"40,400",87.0,,19.4,20.5
310450460222022,PK K 1 2 3 4 5 6,93.7,637,"40,400",94.0,,19.4,20.5
310450460222023,PK K,92.5,160,"40,400",85.6,,19.4,20.5
310450460222024,K 1 2 3 4 5 6,91.6,545,"40,400",87.2,,19.4,20.5
310450460222025,PK K 1 2 3 4 5 6,89.2,417,"40,400",88.2,,19.4,20.5
310450460222026,K 1 2 3 4 5 6,92.5,465,"40,400",90.3,,19.4,20.5
310450460222027,K 1 2 3 4 5 6,77.0,508,"40,400",78.5,,19.4,20.5
310450460222028,PK K 1 2 3 4 5 6,97.3,708,"40,400",93.6,,19.4,20.5
310450460222029,PK K 1 2 3 4 5 6,91.3,459,"40,400",90.8,,19.4,20.5
310450460222031,K 1 2 3 4 5 6,67.3,496,"40,400",65.1,,19.4,20.5
310450460222032,PK K 1 2 3 4 5 6,96.2,573,"40,400",92.5,,19.4,20.5
310450460222034,K 1 2 3 4 5 6,78.1,343,"40,400",74.3,,19.4,20.5
310450460222036,K 1 2 3 4 5 6,85.4,478,"40,400",87.4,,19.4,20.5
310450460222037,K 1 2 3 4 5 6,25.4,422,"40,400",16.4,,19.4,20.5
310450460222038,K 1 2 3 4 5 6,50.1,445,"40,400",58.0,,19.4,20.5
310450460222042,K 1 2 3 4 5 6,81.3,530,"40,400",79.1,,19.4,20.5
310450460222043,K 1 2 3 4 5 6,67.4,567,"40,400",52.0,,19.4,20.5
310450460222044,PK K 1 2 3 4 5 6,92.5,802,"40,400",90.8,,19.4,20.5
310450460222047,K 1 2 3 4 5 6,30.9,475,"40,400",25.9,,19.4,20.5
310450460222048,K 1 2 3 4 5 6,28.5,376,"40,400",17.8,,19.4,20.5
310450460222049,PK K 1 2 3 4 5 6,34.0,488,"40,400",22.1,,19.4,20.5
310450460222050,K 1 2 3 4 5 6,42.8,824,"40,400",33.1,,19.4,20.5
310450460222051,K 1 2 3 4 5 6,48.5,398,"40,400",37.7,,19.4,20.5
310450460222052,PK K 1 2 3 4 5 6,77.4,575,"40,400",68.3,,19.4,20.5
310450460222053,K 1 2 3 4 5 6,57.8,659,"40,400",33.5,,19.4,20.5
310450460222054,PK K 1 2 3 4 5 6,48.3,511,"40,400",29.0,,19.4,20.5
310450460222055,K 1 2 3 4 5 6,44.7,443,"40,400",34.1,,19.4,20.5
310450460222056,PK K 1 2 3 4 5 6,63.1,536,"40,400",54.1,,19.4,20.5
310451010220001,9 10 11 12,16.9,"2,023","6,148",14.9,23.4,23.4,20.5
310451010221002,6 7 8,19.2,"1,444","6,148",18.2,,23.4,20.5
310451010222003,PK K 1 2 3 4 5,11.7,436,"6,148",15.8,,23.4,20.5
310451010222005,K 1 2 3 4 5,23.7,514,"6,148",23.5,,23.4,20.5
310451010222006,K 1 2 3 4 5,25.1,430,"6,148",24.4,,23.4,20.5
310451010222007,K 1 2 3 4 5,25.3,467,"6,148",33.8,,23.4,20.5
310451010222009,K 1 2 3 4 5,8.9,428,"6,148",5.8,,23.4,20.5
310451010222010,K 1 2 3 4 5,31.5,406,"6,148",28.8,,23.4,20.5
310451290220001,9 10 11 12,70.1,"3,798","12,638",62.5,18.7,18.7,20.5
310451290221003,6 7 8,90.0,732,"12,638",84.4,,18.7,20.5
310451290221004,6 7 8,73.3,744,"12,638",71.1,,18.7,20.5
310451290221005,6 7 8,61.0,718,"12,638",54.5,,18.7,20.5
310451290221006,6 7 8,65.7,712,"12,638",57.9,,18.7,20.5
310451290222005,K 1 2 3 4 5,54.7,596,"12,638",56.2,,18.7,20.5
310451290222006,K 1 2 3 4 5,45.4,394,"12,638",49.0,,18.7,20.5
310451290222007,K 1 2 3 4 5,90.0,698,"12,638",88.3,,18.7,20.5
310451290222008,K 1 2 3 4 5,77.7,609,"12,638",72.1,,18.7,20.5
310451290222009,K 1 2 3 4 5,93.2,629,"12,638",88.2,,18.7,20.5
310451290222011,K 1 2 3 4 5,91.1,631,"12,638",88.3,,18.7,20.5
310451290222012,K 1 2 3 4 5,80.5,353,"12,638",78.8,,18.7,20.5
310451290222014,K 1 2 3 4 5,59.6,510,"12,638",59.6,,18.7,20.5
310451290222015,K 1 2 3 4 5,86.1,489,"12,638",82.0,,18.7,20.5
310451290222017,K 1 2 3 4 5,44.0,666,"12,638",29.4,,18.7,20.5
310451310220001,9 10 11 12,96.0,"3,875","14,799",76.2,17.1,17.1,20.5
310451310221002,6 7 8,97.9,"1,051","14,799",83.7,,17.1,20.5
310451310221003,6 7 8,97.8,947,"14,799",83.0,,17.1,20.5
310451310221004,6 7 8,97.4,993,"14,799",81.6,,17.1,20.5
310451310222004,K 1 2 3 4 5,92.3,893,"14,799",76.6,,17.1,20.5
310451310222005,K 1 2 3 4 5,97.8,942,"14,799",90.0,,17.1,20.5
310451310222006,K 1 2 3 4 5,98.5,344,"14,799",89.8,,17.1,20.5
310451310222007,K 1 2 3 4 5,99.8,513,"14,799",89.7,,17.1,20.5
310451310222008,K 1 2 3 4 5,94.3,698,"14,799",82.1,,17.1,20.5
310451310222009,PK K 1 2 3 4 5,98.0,646,"14,799",87.3,,17.1,20.5
310451310222010,K 1 2 3 4 5,97.7,904,"14,799",83.2,,17.1,20.5
310451310222011,K 1 2 3 4 5,99.4,329,"14,799",83.6,,17.1,20.5
310451310222012,K 1 2 3 4 5,91.5,317,"14,799",78.2,,17.1,20.5
