schid,demschoolwhite,enroll2015,enrolldist2015,lowinc2015,act2015school,actscore2015district,actscore2015state,percmin2015
350500950042001,96.1,259,259,28.6,,,20.5,3.9000000000000057
350501200170001,83.0,"1,222","1,222",42.1,19.7,19.7,20.5,17.0
350501220021006,61.9,307,"1,039",76.9,,,20.5,38.1
350501220022005,54.4,616,"1,039",85.1,,,20.5,45.6
350501240021001,78.3,391,943,47.3,,,20.5,21.700000000000003
350501240022003,79.4,277,943,50.5,,,20.5,20.599999999999994
350501240022004,72.0,275,943,46.2,,,20.5,28.0
350501250022001,81.4,161,617,46.0,,,20.5,18.599999999999994
350501250022002,82.7,456,617,59.0,,,20.5,17.299999999999997
350501400170001,84.9,"1,442","1,442",37.9,20.3,20.3,20.5,15.099999999999994
350501410021009,76.1,465,"2,094",53.3,,,20.5,23.900000000000006
350501410022004,72.8,364,"2,094",70.3,,,20.5,27.200000000000003
350501410022005,84.8,395,"2,094",42.8,,,20.5,15.200000000000003
350501410022006,75.8,455,"2,094",67.5,,,20.5,24.200000000000003
350501410022009,79.0,415,"2,094",56.4,,,20.5,21.0
350501500022001,88.3,589,589,62.5,,,20.5,11.700000000000003
350501600170001,91.3,461,461,35.6,19.2,19.2,20.5,8.700000000000003
350501700041001,94.3,227,508,26.9,,,20.5,5.700000000000003
350501700042001,92.9,281,508,39.9,,,20.5,7.099999999999994
350501750042001,93.9,147,147,10.2,,,20.5,6.099999999999994
350501850042001,91.3,229,229,13.1,,,20.5,8.700000000000003
350501950042001,83.4,320,320,32.8,,,20.5,16.599999999999994
350502100042001,90.3,207,207,23.2,,,20.5,9.700000000000003
350502300042001,80.3,66,66,47.0,,,20.5,19.700000000000003
350502800170001,64.7,595,595,49.9,20.8,20.8,20.5,35.3
350502890041002,58.7,639,"1,248",67.0,,,20.5,41.3
350502890042002,57.3,361,"1,248",68.4,,,20.5,42.7
350502890042003,55.6,248,"1,248",68.1,,,20.5,44.4
350504250262001,100.0,71,71,39.4,,,20.5,0.0
350590050260001,95.3,193,619,43.0,18.5,18.5,20.5,4.700000000000003
350590050262001,96.5,426,619,51.6,,18.5,20.5,3.5
350590070260001,96.7,211,702,35.1,20.5,20.5,20.5,3.299999999999997
350590070261001,95.8,192,702,43.8,,20.5,20.5,4.200000000000003
350590070262001,94.0,299,702,43.1,,20.5,20.5,6.0
350785350260002,90.9,296,905,34.8,19.7,19.7,20.5,9.099999999999994
350785350261001,86.1,201,905,40.3,,19.7,20.5,13.900000000000006
350785350262004,83.4,175,905,35.4,,19.7,20.5,16.599999999999994
350785350262006,86.7,233,905,30.5,,19.7,20.5,13.299999999999997
390550010260001,86.1,303,"1,043",38.3,19.7,19.7,20.5,13.900000000000006
390550010261001,92.5,227,"1,043",53.3,,19.7,20.5,7.5
390550010262002,85.0,513,"1,043",53.2,,19.7,20.5,15.0
390550020260001,82.1,358,"1,196",17.6,21.4,21.4,20.5,17.900000000000006
390550020261001,83.3,293,"1,196",22.5,,21.4,20.5,16.700000000000003
390550020262003,81.3,545,"1,196",27.0,,21.4,20.5,18.700000000000003
390550030260001,91.8,730,"2,479",19.0,22.4,22.4,20.5,8.200000000000003
390550030261001,93.5,429,"2,479",24.9,,22.4,20.5,6.5
390550030262004,93.7,415,"2,479",24.3,,22.4,20.5,6.299999999999997
390550030262005,91.9,358,"2,479",26.3,,22.4,20.5,8.099999999999994
390550030262006,93.2,547,"2,479",22.7,,22.4,20.5,6.799999999999997
390550090260001,96.5,228,718,39.9,18.7,18.7,20.5,3.5
390550090261001,96.0,174,718,39.1,,18.7,20.5,4.0
390550090262001,93.4,167,718,47.3,,18.7,20.5,6.599999999999994
390550090262002,97.3,149,718,48.3,,18.7,20.5,2.700000000000003
390550110260001,92.2,322,996,36.6,20.3,20.3,20.5,7.799999999999997
390550110261002,93.8,211,996,42.2,,20.3,20.5,6.200000000000003
390550110262001,91.6,463,996,46.4,,20.3,20.5,8.400000000000006
390550150260001,97.3,331,"1,044",36.9,20.0,20.0,20.5,2.700000000000003
390550150261001,95.5,199,"1,044",45.2,,20.0,20.5,4.5
390550150262001,96.6,262,"1,044",36.3,,20.0,20.5,3.4000000000000057
390550150262002,96.4,252,"1,044",43.3,,20.0,20.5,3.5999999999999943
390550610250036,39.6,"1,070","9,123",68.4,17.5,17.7,20.5,60.4
390550610250038,36.2,"1,118","9,123",66.5,17.8,17.7,20.5,63.8
390550610251030,44.1,440,"9,123",81.8,,17.7,20.5,55.9
390550610251034,39.2,370,"9,123",84.6,,17.7,20.5,60.8
390550610252004,55.5,445,"9,123",71.7,,17.7,20.5,44.5
390550610252005,22.4,330,"9,123",93.9,,17.7,20.5,77.6
390550610252007,46.1,280,"9,123",74.3,,17.7,20.5,53.9
390550610252009,38.5,265,"9,123",89.1,,17.7,20.5,61.5
390550610252010,11.1,296,"9,123",87.8,,17.7,20.5,88.9
390550610252011,62.3,382,"9,123",47.9,,17.7,20.5,37.7
390550610252014,36.4,250,"9,123",90.4,,17.7,20.5,63.6
390550610252016,52.9,361,"9,123",82.8,,17.7,20.5,47.1
390550610252017,41.4,285,"9,123",86.3,,17.7,20.5,58.6
390550610252019,47.8,318,"9,123",80.8,,17.7,20.5,52.2
39055061025201C,6.2,371,"9,123",86.5,,17.7,20.5,93.8
390550610252023,42.5,313,"9,123",88.8,,17.7,20.5,57.5
390550610252025,40.6,293,"9,123",75.1,,17.7,20.5,59.4
390550610252031,58.0,426,"9,123",77.5,,17.7,20.5,42.0
390550610252032,36.9,488,"9,123",57.0,,17.7,20.5,63.1
390550610252034,16.3,552,"9,123",92.2,,17.7,20.5,83.7
390740050260001,95.5,110,356,39.1,19.4,19.4,20.5,4.5
390740050261001,94.4,89,356,48.3,,19.4,20.5,5.599999999999994
390740050262001,91.1,157,356,60.5,,19.4,20.5,8.900000000000006
390740250260001,97.5,510,"1,597",15.7,21.8,21.8,20.5,2.5
390740250261002,96.2,391,"1,597",23.8,,21.8,20.5,3.799999999999997
390740250262002,93.2,251,"1,597",19.1,,21.8,20.5,6.799999999999997
390740250262005,92.8,208,"1,597",30.3,,21.8,20.5,7.200000000000003
390740250262006,94.5,237,"1,597",24.1,,21.8,20.5,5.5
390740570260001,98.4,61,223,50.8,19.3,19.3,20.5,1.5999999999999943
390740570261001,100.0,38,223,52.6,,19.3,20.5,0.0
390740570262002,95.2,124,223,45.2,,19.3,20.5,4.799999999999997
390741000260001,98.3,175,530,28.0,19.5,19.5,20.5,1.7000000000000028
390741000261001,97.1,140,530,40.7,,19.5,20.5,2.9000000000000057
390741000262003,94.9,215,530,48.8,,19.5,20.5,5.099999999999994
400070400260001,100.0,160,410,34.4,19.8,19.8,20.5,0.0
400070400262001,98.0,250,410,50.0,,19.8,20.5,2.0
400070420260001,97.0,67,124,49.3,,,20.5,3.0
400070420262001,78.9,57,124,54.4,,,20.5,21.099999999999994
400310010260003,96.5,230,635,39.6,21.1,21.1,20.5,3.5
400310010262001,93.8,405,635,64.2,,21.1,20.5,6.200000000000003
400310030260001,97.4,417,936,69.5,17.7,17.7,20.5,2.5999999999999943
400310030262002,97.7,519,936,76.5,,17.7,20.5,2.299999999999997
400310100260001,99.2,130,455,40.0,20.2,20.2,20.5,0.7999999999999972
400310100262003,99.1,325,455,49.8,,20.2,20.5,0.9000000000000057
400421000260001,98.1,"1,065","2,675",37.9,19.6,19.6,20.5,1.9000000000000057
400421000261002,98.4,546,"2,675",55.5,,19.6,20.5,1.5999999999999943
400421000262006,97.9,193,"2,675",49.2,,19.6,20.5,2.0999999999999943
400421000262007,95.8,449,"2,675",59.2,,19.6,20.5,4.200000000000003
400421000262008,96.2,422,"2,675",63.7,,19.6,20.5,3.799999999999997
400560010260002,94.0,420,"1,468",38.6,21.1,21.1,20.5,6.0
400560010261001,92.9,351,"1,468",44.2,,21.1,20.5,7.099999999999994
400560010262005,93.4,409,"1,468",52.6,,21.1,20.5,6.599999999999994
400560010262006,92.4,288,"1,468",52.8,,21.1,20.5,7.599999999999994
400560020260004,98.0,99,363,53.5,19.5,19.5,20.5,2.0
400560020261001,98.3,60,363,65.0,,19.5,20.5,1.7000000000000028
400560020262005,99.5,204,363,52.5,,19.5,20.5,0.5
400560050260001,96.0,176,538,43.8,20.0,20.0,20.5,4.0
400560050262001,99.2,362,538,47.0,,20.0,20.5,0.7999999999999972
400560060260001,95.2,354,"1,261",37.3,20.7,20.7,20.5,4.799999999999997
400560060261001,96.6,261,"1,261",37.9,,20.7,20.5,3.4000000000000057
400560060262001,93.5,646,"1,261",46.0,,20.7,20.5,6.5
400560070260003,98.6,364,"1,319",54.1,19.5,19.5,20.5,1.4000000000000057
400560070261002,95.7,300,"1,319",99.3,,19.5,20.5,4.299999999999997
400560070262003,95.3,655,"1,319",88.5,,19.5,20.5,4.700000000000003
400560080260001,93.7,207,667,40.6,20.0,20.0,20.5,6.299999999999997
400560080261001,94.9,178,667,45.5,,20.0,20.5,5.099999999999994
400560080262003,93.6,282,667,34.8,,20.0,20.5,6.400000000000006
400560090260001,96.7,492,"1,579",34.6,20.0,20.0,20.5,3.299999999999997
400560090261002,94.6,258,"1,579",38.4,,20.0,20.5,5.400000000000006
400560090262004,98.7,159,"1,579",61.0,,20.0,20.5,1.2999999999999972
400560090262005,91.3,127,"1,579",47.2,,20.0,20.5,8.700000000000003
400560090262006,95.1,507,"1,579",40.4,,20.0,20.5,4.900000000000006
400560340260001,96.1,434,"1,474",49.1,19.9,19.9,20.5,3.9000000000000057
400560340262001,97.3,657,"1,474",58.9,,19.9,20.5,2.700000000000003
400560340262002,96.6,383,"1,474",54.6,,19.9,20.5,3.4000000000000057
410570010260001,92.5,544,"1,886",55.1,18.5,18.5,20.5,7.5
410570010261001,92.0,411,"1,886",59.1,,18.5,20.5,8.0
410570010262004,91.4,441,"1,886",58.7,,18.5,20.5,8.599999999999994
410570010262006,84.7,490,"1,886",69.2,,18.5,20.5,15.299999999999997
410570020260001,91.8,"1,164","3,704",20.3,21.5,21.5,20.5,8.200000000000003
410570020261008,90.5,850,"3,704",18.9,,21.5,20.5,9.5
410570020262003,98.4,122,"3,704",21.3,,21.5,20.5,1.5999999999999943
410570020262004,93.7,669,"3,704",30.6,,21.5,20.5,6.299999999999997
410570020262005,95.5,224,"3,704",14.3,,21.5,20.5,4.5
410570020262008,90.2,675,"3,704",31.0,,21.5,20.5,9.799999999999997
410570030262002,3.3,121,121,95.9,,,20.5,96.7
410570050260001,93.9,980,"3,014",29.6,21.4,21.4,20.5,6.099999999999994
410570050261002,93.5,672,"3,014",36.5,,21.4,20.5,6.5
410570050262003,93.4,592,"3,014",38.5,,21.4,20.5,6.599999999999994
410570050262004,91.6,167,"3,014",35.9,,21.4,20.5,8.400000000000006
410570050262005,97.4,76,"3,014",35.5,,21.4,20.5,2.5999999999999943
410570050262008,94.5,527,"3,014",34.5,,21.4,20.5,5.5
410570070260001,83.3,"2,436","7,551",16.5,22.9,22.9,20.5,16.700000000000003
410570070261001,81.1,953,"7,551",20.3,,22.9,20.5,18.900000000000006
410570070261002,83.8,822,"7,551",25.2,,22.9,20.5,16.200000000000003
410570070262003,83.6,335,"7,551",24.2,,22.9,20.5,16.400000000000006
410570070262004,81.9,359,"7,551",38.7,,22.9,20.5,18.099999999999994
410570070262005,89.2,249,"7,551",28.1,,22.9,20.5,10.799999999999997
410570070262006,81.2,393,"7,551",24.7,,22.9,20.5,18.799999999999997
410570070262007,77.7,314,"7,551",32.8,,22.9,20.5,22.299999999999997
410570070262008,86.2,138,"7,551",41.3,,22.9,20.5,13.799999999999997
410570070262009,92.2,141,"7,551",27.0,,22.9,20.5,7.799999999999997
410570070262010,77.9,462,"7,551",28.4,,22.9,20.5,22.099999999999994
410570070262011,68.8,401,"7,551",19.2,,22.9,20.5,31.200000000000003
410570070262012,74.6,548,"7,551",21.7,,22.9,20.5,25.400000000000006
410570080260001,92.9,786,"2,539",42.0,19.5,19.5,20.5,7.099999999999994
410570080261002,91.3,574,"2,539",55.9,,19.5,20.5,8.700000000000003
410570080262003,90.7,442,"2,539",62.0,,19.5,20.5,9.299999999999997
410570080262007,90.9,397,"2,539",54.9,,19.5,20.5,9.099999999999994
410570080262009,90.0,340,"2,539",60.6,,19.5,20.5,10.0
410570090260001,70.9,"1,978","6,486",64.7,17.9,17.9,20.5,29.099999999999994
410570090261003,72.6,973,"6,486",70.5,,17.9,20.5,27.400000000000006
410570090261004,71.6,953,"6,486",72.5,,17.9,20.5,28.400000000000006
410570090262007,84.7,472,"6,486",61.9,,17.9,20.5,15.299999999999997
410570090262012,73.5,378,"6,486",72.2,,17.9,20.5,26.5
410570090262013,79.3,391,"6,486",75.2,,17.9,20.5,20.700000000000003
410570090262016,70.6,340,"6,486",66.2,,17.9,20.5,29.400000000000006
410570090262020,62.6,326,"6,486",85.9,,17.9,20.5,37.4
410570090262022,51.1,436,"6,486",88.8,,17.9,20.5,48.9
410570100260001,68.1,"1,964","6,496",51.8,19.5,19.5,20.5,31.900000000000006
410570100261003,66.1,977,"6,496",62.8,,19.5,20.5,33.900000000000006
410570100262001,61.7,405,"6,496",76.3,,19.5,20.5,38.3
410570100262006,38.8,338,"6,496",88.2,,19.5,20.5,61.2
410570100262011,23.0,395,"6,496",97.2,,19.5,20.5,77.0
410570100262013,73.2,123,"6,496",56.9,,19.5,20.5,26.799999999999997
410570100262014,68.9,579,"6,496",61.8,,19.5,20.5,31.099999999999994
410570100262020,43.7,119,"6,496",62.2,,19.5,20.5,56.3
410570100262022,81.8,423,"6,496",40.4,,19.5,20.5,18.200000000000003
410570100262023,61.4,223,"6,496",70.4,,19.5,20.5,38.6
410570100262024,63.4,950,"6,496",66.5,,19.5,20.5,36.6
410570110260001,63.9,"2,058","6,646",56.7,19.4,19.4,20.5,36.1
410570110261006,58.8,"1,454","6,646",65.0,,19.4,20.5,41.2
410570110262007,46.2,366,"6,646",76.2,,19.4,20.5,53.8
410570110262010,54.9,319,"6,646",69.9,,19.4,20.5,45.1
410570110262015,53.8,292,"6,646",66.4,,19.4,20.5,46.2
410570110262024,45.2,303,"6,646",76.2,,19.4,20.5,54.8
410570110262028,55.3,470,"6,646",79.4,,19.4,20.5,44.7
410570110262029,56.9,554,"6,646",83.0,,19.4,20.5,43.1
410570110262030,52.9,577,"6,646",67.8,,19.4,20.5,47.1
410570120260001,4.8,166,775,98.8,15.9,15.9,20.5,95.2
410570120261003,4.4,137,775,97.1,,15.9,20.5,95.6
410570120262008,5.9,472,775,97.5,,15.9,20.5,94.1
410570130021001,85.4,233,853,65.2,,,20.5,14.599999999999994
410570130022002,89.2,473,853,69.6,,,20.5,10.799999999999997
410570140160001,95.0,542,542,64.6,17.5,17.5,20.5,5.0
410570150031001,89.7,224,782,61.2,,,20.5,10.299999999999997
410570150032002,91.5,342,782,65.8,,,20.5,8.5
410570150032004,95.4,216,782,81.0,,,20.5,4.599999999999994
440630020031001,87.3,490,"1,228",21.2,,,20.5,12.700000000000003
440630020032001,84.7,418,"1,228",27.5,,,20.5,15.299999999999997
440630020032002,90.9,320,"1,228",20.6,,,20.5,9.099999999999994
440630030031001,83.2,226,475,14.6,,,20.5,16.799999999999997
440630030032001,81.5,249,475,21.7,,,20.5,18.5
440630120260002,90.3,690,"2,073",24.1,20.7,20.7,20.5,9.700000000000003
440630120261003,90.8,643,"2,073",29.4,,20.7,20.5,9.200000000000003
440630120262001,92.4,301,"2,073",28.2,,20.7,20.5,7.599999999999994
440630120262002,91.3,439,"2,073",40.3,,20.7,20.5,8.700000000000003
440630150041006,79.9,770,"4,654",42.3,,,20.5,20.099999999999994
440630150041007,71.8,762,"4,654",44.5,,,20.5,28.200000000000003
440630150041008,76.5,463,"4,654",49.5,,,20.5,23.5
440630150042001,73.1,546,"4,654",50.4,,,20.5,26.900000000000006
440630150042002,78.0,478,"4,654",51.9,,,20.5,22.0
440630150042003,92.4,251,"4,654",19.9,,,20.5,7.599999999999994
440630150042004,76.4,635,"4,654",47.9,,,20.5,23.599999999999994
440630150042005,64.2,749,"4,654",47.0,,,20.5,35.8
440630180042001,78.1,310,310,29.0,,,20.5,21.900000000000006
440630190240002,70.2,124,456,25.8,19.8,19.8,20.5,29.799999999999997
440630190241001,82.0,100,456,34.0,,19.8,20.5,18.0
440630190242001,77.2,232,456,44.4,,19.8,20.5,22.799999999999997
440630260041004,78.7,958,"2,489",22.4,,,20.5,21.299999999999997
440630260042002,79.0,453,"2,489",22.3,,,20.5,21.0
440630260042004,66.4,529,"2,489",35.3,,,20.5,33.599999999999994
440630260042005,83.1,549,"2,489",20.4,,,20.5,16.900000000000006
440630360022001,83.8,408,408,62.5,,,20.5,16.200000000000003
440630460031001,88.7,309,788,23.3,,,20.5,11.299999999999997
440630460032001,87.9,479,788,21.7,,,20.5,12.099999999999994
440630470041004,81.6,865,"7,765",24.0,,,20.5,18.400000000000006
440630470041005,68.2,"1,016","7,765",33.7,,,20.5,31.799999999999997
440630470041006,79.1,947,"7,765",23.9,,,20.5,20.900000000000006
440630470042001,50.6,472,"7,765",56.1,,,20.5,49.4
440630470042002,80.8,584,"7,765",24.0,,,20.5,19.200000000000003
440630470042003,53.6,548,"7,765",54.4,,,20.5,46.4
440630470042005,68.1,649,"7,765",40.4,,,20.5,31.900000000000006
440630470042007,79.1,402,"7,765",33.1,,,20.5,20.900000000000006
440630470042008,76.9,577,"7,765",30.8,,,20.5,23.099999999999994
440630470042009,73.2,542,"7,765",28.6,,,20.5,26.799999999999997
440630470042010,81.6,572,"7,765",16.3,,,20.5,18.400000000000006
440630470042011,77.0,591,"7,765",24.0,,,20.5,23.0
440630500260001,39.8,691,"2,502",59.0,17.9,17.9,20.5,60.2
440630500261002,34.6,537,"2,502",69.1,,17.9,20.5,65.4
440630500262003,31.5,397,"2,502",71.8,,17.9,20.5,68.5
440630500262007,30.9,789,"2,502",64.8,,17.9,20.5,69.1
440631540160001,78.5,745,745,35.3,21.3,21.3,20.5,21.5
440631550160001,77.7,"1,536","6,634",29.5,22.0,22.9,20.5,22.299999999999997
440631550160002,86.5,"1,820","6,634",16.9,23.3,22.9,20.5,13.5
440631550160003,85.9,"1,797","6,634",19.1,22.5,22.9,20.5,14.099999999999994
440631550160004,91.0,"1,481","6,634",13.6,23.8,22.9,20.5,9.0
440631560160001,77.2,"1,524","2,370",32.7,20.4,20.4,20.5,22.799999999999997
440631560160002,85.7,846,"2,370",32.3,20.3,20.4,20.5,14.299999999999997
440631570160001,90.8,758,758,12.0,22.5,22.5,20.5,9.200000000000003
440631580220002,75.3,"2,773","9,475",16.2,22.4,22.4,20.5,24.700000000000003
440631580221002,76.3,900,"9,475",14.0,,22.4,20.5,23.700000000000003
440631580221003,75.8,"1,396","9,475",17.5,,22.4,20.5,24.200000000000003
440631580222003,77.5,834,"9,475",17.5,,22.4,20.5,22.5
440631580222004,78.0,"1,204","9,475",20.1,,22.4,20.5,22.0
440631580222005,75.0,"1,214","9,475",17.2,,22.4,20.5,25.0
440631580222006,82.8,506,"9,475",15.6,,22.4,20.5,17.200000000000003
440631580222007,77.6,648,"9,475",13.0,,22.4,20.5,22.400000000000006
440631650031001,75.2,322,"1,069",49.4,,,20.5,24.799999999999997
440631650032002,71.6,531,"1,069",60.3,,,20.5,28.400000000000006
440631650032004,70.4,216,"1,069",59.3,,,20.5,29.599999999999994
440632000260008,60.5,971,"6,505",43.5,21.5,20.9,20.5,39.5
440632000260009,63.4,895,"6,505",41.7,20.2,20.9,20.5,36.6
440632000261006,63.7,688,"6,505",45.6,,20.9,20.5,36.3
440632000261007,56.7,783,"6,505",52.6,,20.9,20.5,43.3
440632000262003,49.6,391,"6,505",55.5,,20.9,20.5,50.4
440632000262004,88.0,342,"6,505",39.8,,20.9,20.5,12.0
440632000262006,57.7,364,"6,505",60.2,,20.9,20.5,42.3
440632000262007,55.9,438,"6,505",49.8,,20.9,20.5,44.1
440632000262008,50.6,492,"6,505",51.6,,20.9,20.5,49.4
440632000262009,56.6,700,"6,505",43.9,,20.9,20.5,43.4
440632000262010,50.8,441,"6,505",52.2,,20.9,20.5,49.2
450670030260001,98.7,159,493,24.5,21.9,21.9,20.5,1.2999999999999972
450670030261001,98.1,107,493,23.4,,21.9,20.5,1.9000000000000057
450670030262001,97.4,227,493,31.3,,21.9,20.5,2.5999999999999943
450670040260001,92.8,683,"2,001",12.3,22.5,22.5,20.5,7.200000000000003
450670040261001,94.2,605,"2,001",12.2,,22.5,20.5,5.799999999999997
450670040262001,94.4,446,"2,001",17.0,,22.5,20.5,5.599999999999994
450670040262003,93.3,267,"2,001",16.1,,22.5,20.5,6.700000000000003
450670050260001,96.0,859,"2,691",23.3,21.8,21.8,20.5,4.0
450670050261001,95.8,626,"2,691",24.8,,21.8,20.5,4.200000000000003
450670050262003,96.5,426,"2,691",31.2,,21.8,20.5,3.5
450670050262004,95.9,392,"2,691",27.8,,21.8,20.5,4.099999999999994
450670050262005,95.6,388,"2,691",26.3,,21.8,20.5,4.400000000000006
450790010220001,93.9,66,209,60.6,18.2,18.2,20.5,6.099999999999994
450790010221002,95.5,44,209,63.6,,18.2,20.5,4.5
450790010222001,87.9,99,209,75.8,,18.2,20.5,12.099999999999994
450791320260001,97.1,417,"1,041",33.1,21.1,21.1,20.5,2.9000000000000057
450791320262002,94.7,624,"1,041",42.5,,21.1,20.5,5.299999999999997
450791340042001,99.4,167,167,53.3,,,20.5,0.5999999999999943
450791380260001,97.3,146,426,25.3,18.4,18.4,20.5,2.700000000000003
450791380262002,97.5,280,426,40.4,,18.4,20.5,2.5
450791390260001,91.1,349,989,43.0,19.2,19.2,20.5,8.900000000000006
450791390262002,89.7,640,989,63.0,,19.2,20.5,10.299999999999997
450791400260001,72.8,379,"1,305",62.3,18.0,18.0,20.5,27.200000000000003
450791400262002,70.6,772,"1,305",50.6,,18.0,20.5,29.400000000000006
450791400262008,98.7,154,"1,305",45.5,,18.0,20.5,1.2999999999999972
470521700220001,80.5,819,"2,768",43.3,19.5,19.5,20.5,19.5
470521700221001,83.8,574,"2,768",48.8,,19.5,20.5,16.200000000000003
470521700222003,83.4,409,"2,768",60.1,,19.5,20.5,16.599999999999994
470521700222004,81.3,449,"2,768",60.4,,19.5,20.5,18.700000000000003
470521700222008,79.1,517,"2,768",64.6,,19.5,20.5,20.900000000000006
470522200022001,93.7,63,63,41.3,,,20.5,6.299999999999997
470522710260004,85.9,99,221,36.4,19.1,19.1,20.5,14.099999999999994
470522710262005,87.7,122,221,51.6,,19.1,20.5,12.299999999999997
470522720260001,95.3,236,709,33.5,20.7,20.7,20.5,4.700000000000003
470522720261002,96.6,205,709,41.5,,20.7,20.5,3.4000000000000057
470522720262003,94.0,268,709,45.1,,20.7,20.5,6.0
470522750260001,89.6,173,523,35.3,19.8,19.8,20.5,10.400000000000006
470522750261001,90.5,148,523,45.3,,19.8,20.5,9.5
470522750262003,91.6,202,523,41.1,,19.8,20.5,8.400000000000006
470711440032001,94.4,89,89,29.2,,,20.5,5.599999999999994
470711610042001,70.6,109,109,43.1,,,20.5,29.400000000000006
470712120170001,62.9,952,952,31.1,19.3,19.3,20.5,37.1
470712200260001,90.0,458,"1,450",35.6,20.2,20.2,20.5,10.0
470712200261001,91.3,196,"1,450",56.1,,20.2,20.5,8.700000000000003
470712200262006,85.1,796,"1,450",52.1,,20.2,20.5,14.900000000000006
470712210260004,94.6,461,870,32.5,20.8,20.8,20.5,5.400000000000006
470712210262002,89.0,82,870,12.2,,20.8,20.5,11.0
470712210262003,89.0,327,870,42.2,,20.8,20.5,11.0
470712220260004,85.8,197,604,44.2,19.0,19.0,20.5,14.200000000000003
470712220261001,93.5,139,604,41.0,,19.0,20.5,6.5
470712220262001,91.8,268,604,47.0,,19.0,20.5,8.200000000000003
470712230260003,86.1,595,"1,846",32.4,20.3,20.3,20.5,13.900000000000006
470712230261001,84.5,483,"1,846",34.2,,20.3,20.5,15.5
470712230262002,77.3,374,"1,846",40.1,,20.3,20.5,22.700000000000003
470712230262004,81.2,394,"1,846",32.7,,20.3,20.5,18.799999999999997
470712260260001,86.9,488,"1,497",27.0,22.3,22.3,20.5,13.099999999999994
470712260261001,89.7,350,"1,497",27.7,,22.3,20.5,10.299999999999997
470712260262003,87.3,659,"1,497",27.8,,22.3,20.5,12.700000000000003
470712310041002,50.9,548,"1,749",62.2,,,20.5,49.1
470712310042001,19.9,271,"1,749",86.7,,,20.5,80.1
470712310042003,54.3,446,"1,749",82.1,,,20.5,45.7
470712310042004,51.3,236,"1,749",67.8,,,20.5,48.7
470712310042005,79.0,248,"1,749",34.3,,,20.5,21.0
470712690042002,80.0,85,85,51.8,,,20.5,20.0
470980010260001,94.5,219,663,32.9,21.9,21.9,20.5,5.5
470980010261002,93.8,194,663,36.6,,21.9,20.5,6.200000000000003
470980010262003,96.0,250,663,31.2,,21.9,20.5,4.0
470980020260001,94.9,311,973,33.1,20.1,20.1,20.5,5.099999999999994
470980020261002,93.4,213,973,35.7,,20.1,20.5,6.599999999999994
470980020262005,94.6,390,973,46.9,,20.1,20.5,5.400000000000006
470980030260001,92.9,296,898,48.0,18.9,18.9,20.5,7.099999999999994
470980030261004,94.8,174,898,58.0,,18.9,20.5,5.200000000000003
470980030262005,95.1,205,898,47.8,,18.9,20.5,4.900000000000006
470980030262006,94.2,223,898,47.5,,18.9,20.5,5.799999999999997
470980050260014,60.5,"1,048","3,445",48.6,19.6,19.6,20.5,39.5
470980050261006,56.3,768,"3,445",59.1,,19.6,20.5,43.7
470980050262005,56.0,441,"3,445",65.3,,19.6,20.5,44.0
470980050262007,62.1,449,"3,445",67.0,,19.6,20.5,37.9
470980050262008,56.4,353,"3,445",69.1,,19.6,20.5,43.6
470980050262010,56.2,386,"3,445",59.8,,19.6,20.5,43.8
470980060260001,91.5,317,"1,080",36.9,21.6,21.6,20.5,8.5
470980060261001,94.5,219,"1,080",44.7,,21.6,20.5,5.5
470980060262002,94.4,288,"1,080",42.7,,21.6,20.5,5.599999999999994
470980060262003,93.0,256,"1,080",48.0,,21.6,20.5,7.0
470980130021004,63.3,327,"1,147",79.2,,,20.5,36.7
470980130022001,67.5,326,"1,147",86.5,,,20.5,32.5
470980130022002,67.2,335,"1,147",80.0,,,20.5,32.8
470980200022001,84.7,314,314,43.0,,,20.5,15.299999999999997
470981450042001,85.6,326,326,29.1,,,20.5,14.400000000000006
470983010170001,74.0,650,650,58.5,19.5,19.5,20.5,26.0
480720620021001,43.0,244,538,88.1,,,20.5,57.0
480720620022001,36.7,294,538,88.8,,,20.5,63.3
480720630021001,87.0,184,449,56.5,,,20.5,13.0
480720630022002,83.4,265,449,59.6,,,20.5,16.599999999999994
480720660022001,87.7,244,244,55.7,,,20.5,12.299999999999997
480720680021003,91.5,189,382,18.0,,,20.5,8.5
480720680022002,88.6,193,382,46.6,,,20.5,11.400000000000006
480720690022001,67.0,261,261,79.7,,,20.5,33.0
480720700022001,90.3,299,299,26.4,,,20.5,9.700000000000003
480721500250023,11.5,799,"13,675",83.6,15.5,17.9,20.5,88.5
480721500250024,16.3,"1,447","13,675",77.5,16.1,17.9,20.5,83.7
480721500250025,45.9,"1,391","13,675",45.7,20.5,17.9,20.5,54.1
48072150025027C,15.7,502,"13,675",74.3,,17.9,20.5,84.3
480721500251001,32.7,321,"13,675",65.1,,17.9,20.5,67.3
480721500251002,15.9,364,"13,675",84.9,,17.9,20.5,84.1
480721500251003,20.2,332,"13,675",79.8,,17.9,20.5,79.8
480721500251006,22.0,378,"13,675",80.7,,17.9,20.5,78.0
480721500251009,38.6,352,"13,675",59.9,,17.9,20.5,61.4
480721500251012,14.9,477,"13,675",93.5,,17.9,20.5,85.1
480721500251013,29.8,215,"13,675",63.7,,17.9,20.5,70.2
480721500251015,67.0,282,"13,675",22.3,,17.9,20.5,33.0
